PVM;FRVIIT;;;;2097007;SP 3509205;;;;V6000;;;4205;;;;;;KG;0;99999;4;;R$;3469,68;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V6000;;;4110;;;;;;KG;0;99999;4;;R$;2334,57;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V6000;;;3306;;;;;;KG;0;99999;4;;R$;2979,82;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V6000;;;4103;;;;;;KG;0;99999;4;;R$;2937,45;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V6000;;;3105;;;;;;KG;0;99999;4;;R$;3445,33;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V6000;;;3513;;;;;;KG;0;99999;4;;R$;1428,99;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V12000;;;4205;;;;;;KG;0;99999;4;;R$;3744,64;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V12000;;;4110;;;;;;KG;0;99999;4;;R$;2661,65;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V12000;;;3306;;;;;;KG;0;99999;4;;R$;3662,64;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V12000;;;4103;;;;;;KG;0;99999;4;;R$;3516,77;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V12000;;;3105;;;;;;KG;0;99999;4;;R$;4223,26;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V12000;;;3513;;;;;;KG;0;99999;4;;R$;1713,79;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V25000;;;4205;;;;;;KG;0;99999;4;;R$;5514,67;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V25000;;;4110;;;;;;KG;0;99999;4;;R$;3714,45;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V25000;;;3306;;;;;;KG;0;99999;4;;R$;5045,48;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V25000;;;4103;;;;;;KG;0;99999;4;;R$;4889,02;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V25000;;;3105;;;;;;KG;0;99999;4;;R$;5792,93;;01/01/2022;31/12/9999;X
PVM;FRVIIT;;;;2097007;SP 3509205;;;;V25000;;;3513;;;;;;KG;0;99999;4;;R$;2657,84;;01/01/2022;31/12/9999;X
PVM;FRVIDI;;;;2097007;SP 3509205;;;;V12000;;;4205;;;;;;KG;0;99999;4;;R$;3819,53;;01/01/2022;31/12/9999;X
PVM;FRVIDI;;;;2097007;SP 3509205;;;;V12000;;;4110;;;;;;KG;0;99999;4;;R$;2714,88;;01/01/2022;31/12/9999;X
PVM;FRVIDI;;;;2097007;SP 3509205;;;;V12000;;;3306;;;;;;KG;0;99999;4;;R$;3735,89;;01/01/2022;31/12/9999;X
PVM;FRVIDI;;;;2097007;SP 3509205;;;;V12000;;;4103;;;;;;KG;0;99999;4;;R$;3587,11;;01/01/2022;31/12/9999;X
PVM;FRVIDI;;;;2097007;SP 3509205;;;;V12000;;;3105;;;;;;KG;0;99999;4;;R$;4307,71;;01/01/2022;31/12/9999;X
PVM;FRVIDI;;;;2097007;SP 3509205;;;;V25000;;;4205;;;;;;KG;0;99999;4;;R$;5382,6;;01/01/2022;31/12/9999;X
PVM;FRVIDI;;;;2097007;SP 3509205;;;;V25000;;;4110;;;;;;KG;0;99999;4;;R$;3788,74;;01/01/2022;31/12/9999;X
PVM;FRVIDI;;;;2097007;SP 3509205;;;;V25000;;;3306;;;;;;KG;0;99999;4;;R$;5146,38;;01/01/2022;31/12/9999;X
PVM;FRVIDI;;;;2097007;SP 3509205;;;;V25000;;;4103;;;;;;KG;0;99999;4;;R$;4986,8;;01/01/2022;31/12/9999;X
PVM;FRVIDI;;;;2097007;SP 3509205;;;;V25000;;;3105;;;;;;KG;0;99999;4;;R$;5908,8;;01/01/2022;31/12/9999;X
